cid,text,amp_prob,reason
7055935752668726018,bbm Sarah and Sandro will be the future president he is building he's own legacy pogi sandro,0.1,Substantial text - appears genuine
7041538042368230146,GOD BLESS YOU ALL,0.2,Neutral - no clear amplification indicators
7052871269607719681,bbm and Sara ✌️👊❤️💚,0.67,"High emoji-to-text ratio (4 emojis, 4 words)"
7033751458672018177,"Let us always pray BBM for his safety & protection in all time
gid bless BBM ✌🇵🇭",0.1,Substantial text - appears genuine
7058097888655639298,PRESIDENT ♥️,0.2,Neutral - no clear amplification indicators
7058212303888188161,May God Protect our future president all the time,0.1,Substantial text - appears genuine
7058496809970483969,go Bbm,0.2,Neutral - no clear amplification indicators
7058510980510188290,BABY SANDRO🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (4 emojis, 2 words)"
7065599178604987138,always have a safe travel po BBM SARA solid/ UNITEAM,0.1,Substantial text - appears genuine
7058834459604517634,✌️✌️✌️,0.2,Neutral - no clear amplification indicators
7058078180926063362,"WE WILL ALWAYS CARRY THE FLAME, THAT WILL BURN UNTIL MARCOSES RETURN"" 🔥🔥🔥
-BBM for 2022! ❤❤❤",0.2,Neutral - no clear amplification indicators
7058937893250941698,GO BBM🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (4 emojis, 2 words)"
7065238010928939778,✌🏼👊🏼❤️,0.67,"High emoji-to-text ratio (5 emojis, 1 words)"
7034342926365213442,mylaaaav sandro!!! 🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7063313199235842817,❤️💚,0.2,Neutral - no clear amplification indicators
7058534437969330946,is BBM the pilot?!,0.2,Neutral - no clear amplification indicators
7063025071450899202,1.2M views🥰😳,0.2,Neutral - no clear amplification indicators
7065999861858484994,❤️💚,0.2,Neutral - no clear amplification indicators
7058090977378616066,My President 🥰 BBM will surely have my vote!,0.15,Moderate text length - likely genuine
7066624057160319745,"always keep safe po""""🤗✌️🇵🇭 solid BBM ✌️",0.2,Neutral - no clear amplification indicators
7065871762076074754,❤️💚,0.2,Neutral - no clear amplification indicators
7062570755393143553,🥰🥰🥰,0.3,Only emojis (3) no text
7066245687763567362,♥️♥️♥️♥️,0.67,"High emoji-to-text ratio (4 emojis, 1 words)"
7056732158408475393,the future president 🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7057371751638074114,solid Bbm here 💪✊❤️,0.2,Neutral - no clear amplification indicators
7049176883690652417,FERDINAND R. MARCOS JR. Our President 2022 Sarah D. Carpio Vice Pres 2022.😍😍😍😍😍,0.2,Neutral - no clear amplification indicators
7046933835153556226,BEST MODEL POLITICIAN IN THE WORLD....BBM,0.15,Moderate text length - likely genuine
7041150137887949570,🥰🥰🥰,0.3,Only emojis (3) no text
7057019812723458818,🥰,0.3,Only emojis (1) no text
7042415339644535557,❤️❤️✌🏻,0.67,"High emoji-to-text ratio (4 emojis, 1 words)"
7045184596451345153,✌️👊,0.2,Neutral - no clear amplification indicators
7042502848101647106,Wafo BBM solid Marcos,0.2,Neutral - no clear amplification indicators
7052930839948182298,"Versatile, de calibre si REAL VP BBM.... THE NEXT PRESIDENT.",0.1,Substantial text - appears genuine
7034382701306233601,❤️❤️❤️,0.2,Neutral - no clear amplification indicators
7057841037217514242,Mr. President😍😍😍,0.2,Neutral - no clear amplification indicators
7042853038767948545,"I love this father and son tandem 🥰 may god protect you wherever you go! the future savior in the Nation
sending love!!!! from Pangasinan ♥️💕",0.8,"Location targeting: ""pangasinan"""
7056966341316068097,🥰,0.3,Only emojis (1) no text
7040847215392473857,myyyy sandrooooo🥺😍😍😍,0.2,Neutral - no clear amplification indicators
7043627548592702209,SOOO MUCH LOVE TO YOU PRESIDENT BONG BONG MARCOS AND VP SARA .SO JANDSOME FATHER AND SON SANDRO MARCOS FUTURE LEADER OF THIS RICH MAHARLIKA ! ❤️❤️❤️,0.1,Substantial text - appears genuine
7044523132422062849,so cute marcoses...cute sandro forever...,0.15,Moderate text length - likely genuine
7057784794385777409,🥰🥰,0.3,Only emojis (2) no text
7058068292950590210,BBM FOR PRESIDENT✌️🇵🇭,0.2,Neutral - no clear amplification indicators
7034506400139281154,🥰🥰🥰🥰,0.67,"High emoji-to-text ratio (4 emojis, 0 words)"
7035795519830442753,i love his coolness ❤️The BBM ❤️,0.15,Moderate text length - likely genuine
7035396877696729857,ilove u sandro..🥰😁,0.2,Neutral - no clear amplification indicators
7034497330133451522,🥰🥰🥰🥰🥰😳,0.67,"High emoji-to-text ratio (6 emojis, 0 words)"
7037400641195066113,god bless po and stay safe to all bbm for president solid my family🥰🥰🥰,0.1,Substantial text - appears genuine
7034463514081542913,💯❤✌,0.3,Only emojis (3) no text
7034939861228913409,yes to BBM and sandro marcos,0.15,Moderate text length - likely genuine
7034410659802792705,lord god protect them always.. 🥰,0.15,Moderate text length - likely genuine
7037303089157718785,❤️❤️❤️💚💚💚,0.67,"High emoji-to-text ratio (6 emojis, 1 words)"
7034404781523550978,BBM is my President 2022✌️✌️✌️✌️✌️✌️,0.2,Neutral - no clear amplification indicators
7040744323952132866,ohhh,0.2,Neutral - no clear amplification indicators
7034726176232981250,Guys Vote For BBM,0.2,Neutral - no clear amplification indicators
7039142805968814849,Ako bbm proud BBM being a supporter...,0.15,Moderate text length - likely genuine
7034491041009337090,❤,0.3,Only emojis (1) no text
7035423995918910210,✌️🇵🇭,0.2,Neutral - no clear amplification indicators
7035430425728336642,❤️💚🇵🇭 sᴏʟɪᴅ,0.67,"High emoji-to-text ratio (4 emojis, 2 words)"
7074891504720446210,❤️❤️💚💚,0.67,"High emoji-to-text ratio (4 emojis, 1 words)"
7034438307308602113,♥️,0.2,Neutral - no clear amplification indicators
7034764775607747330,✌❤🇵🇭,0.67,"High emoji-to-text ratio (4 emojis, 0 words)"
7056985791381177090,yung porma ni sando parang college na masipag mag aral lang e 😅😂,0.1,Substantial text - appears genuine
7057737374063100673,woow Ang cool ng bago nting president pilot din😅😅😳😳😳,0.2,Neutral - no clear amplification indicators
7058122906295157505,tama yn wag sya maghire ng ibang helicopter pilot.bk majessie robredo sya one day,0.1,Substantial text - appears genuine
7057802932938736386,mas okay na marunong syang magpalipad secure yng safety nya,0.1,Substantial text - appears genuine
7057425164870370050,UNANG BOTO sa presedintial HINDI MASASAYANG BBM,0.15,Moderate text length - likely genuine
7058074052719969025,ako na naiiyak sa mga comments 😭😭😭😭😭 salamat at solid BBM at SARA kayong lahat ❤️❤️❤️❤️,0.8,"Emotional manipulation: ""naiiyak"""
7056797368674468610,BBM is my President ✌️❤️sya pa nag- pilot sa helicopter. galing. talented. Matalino talga. brilliant. Iba tlga mga Marcos.🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7053438993148920577,ingat po kayo lagi. keep our president safe🙏🏼,0.15,Moderate text length - likely genuine
7056642110841684738,sana ol nka privte plane.. sabi nung tagakabila😅😅😅,0.2,Neutral - no clear amplification indicators
7057775998384833282,Na ol🥺🥰,0.2,Neutral - no clear amplification indicators
7034507208364917505,talented si BBM hindi weak. kung may puso ka at pag ibig sa kapwa ay mararamdaman mo yung tunay na hangarin nya. i pray for his WIN♥️♥️♥️,0.1,Substantial text - appears genuine
7034562728690090753,God’s plan! Protect BBM-Sarah lang nararapat sa 2022! 🙏🏼🙏🏼🙏🏼Amennn🙏🏼🙏🏼🙏🏼❤️❤️❤️❤️,1.0,Excessive emojis (16) - algorithmic trigger
7034390027530470145,astig ni BBM marunong magdrive ng helicopter,0.15,Moderate text length - likely genuine
7057924847149761281,san makakuha ng baller,0.2,Neutral - no clear amplification indicators
7039320464262644481,me too nag training din po ako kaya lng sa cod 😂😂😂,0.1,Substantial text - appears genuine
7058072257063781122,ANO PA HAHANAPIN NIYONG PRESIDENTE BBM LANG💪💪💪,0.2,Neutral - no clear amplification indicators
7058072025512002306,PRESIDENTE KO KAYANG MAG PALIPAD PARA SA IKA UUNLAD NG PILIPINAS #BBM LANG 💪💪💪🤗🤗🤗🙏🙏🙏,0.2,Neutral - no clear amplification indicators
7058078403115303681,lods sana mapa shout out mo ako kay bbm plzzz😘🥰🥰salamat po sana mapansin,0.1,Substantial text - appears genuine
7033458618046055169,Hala marunong si BBM magpalipad ng heli?,0.15,Moderate text length - likely genuine
7033544968627356418,"Lord give me a sign uuwi na talaga ako ng Pinas😁😁🥰
Sana all na lang makikicopy po ako ng video mo🥺Post ko po.Salamat po.Godbless",0.1,Substantial text - appears genuine
7033474268982313729,guys thank u sa support sa fiture president natin! ❤️❤️❤️💚💚💚👊👊👊✌🏻✌🏻✌🏻,1.0,Excessive emojis (15) - algorithmic trigger
7033589290810655490,kung ano ginawa sa kanya ng kanyang ama. ganyan din gina gawa niya kay sandro.hindi lang good leader. d best pang haligi ng tahanan.. BBM solid🥰🥰,0.1,Substantial text - appears genuine
7033583907102999297,grabe si Sr. BBM kayang magpalipad ng heli🥰,0.8,"Emotional manipulation: ""grabe"""
7033511981844005633,So talented naman talaga si bbm.. Pilot na din pla sya..,0.1,Substantial text - appears genuine
7033499974122078978,OMG SI BBM NAGPALIPAD NG HELI???? wow,0.15,Moderate text length - likely genuine
7033589143305995009,"Ingat po palagi kayo sa byahe sir BBM gabayan nawa kayo ng poong mykapal.
Solid BBM/ SARA from d north of samar",0.1,Substantial text - appears genuine
7033517075411469058,Nice !!! marunong si BBM magnaneho ng chopper !!! 😳😳,0.15,Moderate text length - likely genuine
7033584996803691266,Ingatan kayo ni LORD JESUS palagi sa lahat nyong byahe.,0.1,Substantial text - appears genuine
7033491025587225345,"dami namang talent ng Future Pres.natin Matalino, mabait at lahat lahat na Solid BBM ✌✌✌",0.1,Substantial text - appears genuine
7033537959752647425,marunong din pla mag palipad ng helicopter si BBM galing tlaga very talented ng aming President ✌️👊,0.1,Substantial text - appears genuine
7033473198943929090,sandro mallaki n mga anak ntn d k prn ngppdala sustento.😂😂😂,0.1,Substantial text - appears genuine
7033474877596369666,"Hala parang c bbm nagdrive Ng helicopter....omg....pilot din pla cya,,,kahanga hanga,,,keep safe bbm and the team",0.1,Substantial text - appears genuine
7033572493185565442,Yan ba ang weak? ang weak di kakayanin ang training sa pagiging isang Scout Ranger. 🥰🥰Solid BBMSARA ✌️♥️👊💚,0.2,Neutral - no clear amplification indicators
7033512068376822530,"Shet, pilot din pala si bbm 🥺🥰🥰🥰 di ko na kinakayaaaa",0.1,Substantial text - appears genuine
7033503321856377601,halla.. si President ang nag palipad🥰🥰🥰🥰 galing nman 😊,0.2,Neutral - no clear amplification indicators
7033539756248351489,salamat po sa ayudang pictures,0.15,Moderate text length - likely genuine
7033498074408780545,May napanuod ako sa yt na kay BBM raw mismo yang choper.,0.1,Substantial text - appears genuine
7033517326054376194,"SI PAKYAW AT LENIE WALA YAN SA KALINGKINGAN NI BBM...SINO PA ANG SINISIRAAN SIYA PA DAMI TALENT... GOOD JOB, THUMPS UP SAYO BBM IBOTO KO",0.1,Substantial text - appears genuine
7033506955478516481,sya Lang Naman ang 4star scout ranger😂🥰🥰🥰☺️✌️✌️✌️,0.2,Neutral - no clear amplification indicators
7033591218274255617,wow shene oil nmn!swerte ah,0.15,Moderate text length - likely genuine
7033446687079891714,Sandro is so gwapo.,0.2,Neutral - no clear amplification indicators
7033463095968252674,kapag ako na notice Ni Sandro .. lilipad agad ako papuntang Ilucos😂,0.1,Substantial text - appears genuine
7033577200696312578,mas feel niang safe sila pag sia magpapalipad🥰✌,0.15,Moderate text length - likely genuine
7033503071070110466,usong uso talaga kay Sandro naka bag,0.15,Moderate text length - likely genuine
7033497445384995585,Sana talaga manalo. Huhu.,0.2,Neutral - no clear amplification indicators
7033564923532313345,Kuya ano amoy po ni Sandro 🥰😂😂,0.2,Neutral - no clear amplification indicators
7033513673465758466,Ingat po kayo 🥰🥰🥰 God bless you all #BringBackMarcos🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7033538430123131649,Mapapa SANA ALL k tlga 🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7033508461577536257,Hoy so ikaw diay tung naas helicopter nga nilabay gahapon dri huuuh! Wa jud mihapit oy,0.1,Substantial text - appears genuine
7033498228322992897,bagay talaga yung kanta sakanya haha🥰🥰,0.15,Moderate text length - likely genuine
7033515594503127809,astig🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7033505175244063489,"MapapaSanaOilKaNalangTalaga
🥺🥺🥺🥺🥺",0.2,Neutral - no clear amplification indicators
7033470362206077697,ingat po lagi sa byahe please lang po.,0.15,Moderate text length - likely genuine
7033455519734350594,praying for your protection & safety ingat po palagi God bless🙏solid BBM✌️❤️🇵🇭,0.2,Neutral - no clear amplification indicators
7033512013784105729,Hala 😳 sya nag papalipad😁🥰 pano naging weak yan 🥰 galing,0.2,Neutral - no clear amplification indicators
7033500342348841729,GRABE PRES. NAMIN AHH... SCOUT RANGER NA PILOT PA 😍,0.8,"Emotional manipulation: ""grabe"""
7033591008579355394,si Sandro parang batang mag tatravel cutiee,0.15,Moderate text length - likely genuine
7033535294846649089,sheyttt pogi always ng asawa q BWHHAHA,0.15,Moderate text length - likely genuine
7033516161669432065,Hanep,0.2,Neutral - no clear amplification indicators
7033459433212478210,bbm sara plus sandro,0.2,Neutral - no clear amplification indicators
7033492738465612545,excited n ko sa pagunlad ng pilipinas. 🥰,0.15,Moderate text length - likely genuine
7033453363086000898,BBM solid🥰🥰🥰🥰🥰,0.9,Low-effort political phrase
7033505931011228418,PA SAVE🥺🥺🥺🥺,0.2,Neutral - no clear amplification indicators
7033508715156538114,"SYA DAW ANG MAGPAPAANDAR NG HELI, PARA SAFE SILA LAGI🥰🥰",0.1,Substantial text - appears genuine
7033527599041872642,"Sandro uray nakapink ka, gwapo ka latta",0.15,Moderate text length - likely genuine
7033474445382075137,ang simple n sandrooo🥰,0.2,Neutral - no clear amplification indicators
7033494330853982977,BBM solid. mag iingat po kayo 🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7033464599508992769,Lodi,0.2,Neutral - no clear amplification indicators
7033694016558809857,"pa public naman pooo, di po maka save video 🥺",0.1,Substantial text - appears genuine
7061785304230806274,ANG PILOTOOOOOOOO😭😭😭😭😭,0.67,"High emoji-to-text ratio (5 emojis, 2 words)"
7066409440295682818,bbm sara solid 2022 ✌️👊🙏♥️💚🇵🇭,0.2,Neutral - no clear amplification indicators
7060707462508446466,Prang studyante lng na masipag mag aral 😂😂,0.15,Moderate text length - likely genuine
7058514561997996801,Padulong Digos ni sila. ❣️,0.15,Moderate text length - likely genuine
7058627604290913026,omg c BBM pla tlga ngpplipad ng hellicptr...even nun asa yolanda site xa..meaning tunay n sundlo tlga xa..kht tlga craan xa ng dlwan.supal2x cla ky BB,0.1,Substantial text - appears genuine
7060322482766775041,Napaka simple nilang tao walang yabang sa katawan. Dyan mo makita na galing sila sa mayron at matulungin sa taong bayan,0.1,Substantial text - appears genuine
7058621286377227009,want kooo baller red and green 💚❤️how mgakaroon??,0.15,Moderate text length - likely genuine
7059338177777320705,wla tga media yn huh,0.15,Moderate text length - likely genuine
7034074838973022977,BBM,0.9,Single political name + emojis only
7059065391272051458,ganyan dapat marunong sa lahat. 🥰,0.15,Moderate text length - likely genuine
7056575390726767361,YUNG ANAK AT APO ANG NAKIKINABANG SA NAKAW NA YAMAN NG MGA MARCOS TAPOS SASABIHIN MOVE ON...😂,0.1,Substantial text - appears genuine
7059722042836714242,"2022 ikasa mona ipuputok nanamin we are bbm for 2022 #bringbackmarcos
#bongbongmarcosfor2022 💕",0.1,Substantial text - appears genuine
7058448721159832322,"ingat po kayo palagi, kasi titira pa kayo sa malacañang.💕",0.1,Substantial text - appears genuine
7056265919060394753,KAILAN YAAAAN?!😳,0.2,Neutral - no clear amplification indicators
7063643900481258241,Sino yung pilot?🥰,0.2,Neutral - no clear amplification indicators
7056689417817572097,"Sir, kaila mo ni sir jun perry?",0.15,Moderate text length - likely genuine
7058541040374252289,"C sandro prang nung kbataan dn ni Bbm, laging sumasama kay Late pres Ferdinand marcos khit saan mgpunta🥰",0.1,Substantial text - appears genuine
7057417865749938945,🥰:GUYS CHECK NYU tiktok ko Explained ko na Nakapagtapos Si BBM dun.. share nyu po...,0.1,Substantial text - appears genuine
7058480796902392577,BASTA BBM LANG TAYO AH,0.15,Moderate text length - likely genuine
7033903771290239746,pabatinaman po kay sir sandro kas po b-day po ngayon,0.1,Substantial text - appears genuine
7060284006230999810,Ayaw ko NALANG mag talk andaming silent voters NI BBM🥰,0.1,Substantial text - appears genuine
7058203473518854914,pag si BBM talaga naging presidente mag Susundalo talaga ako🥺,0.1,Substantial text - appears genuine
7058070798107689730,laban tayo bong pag asa ka namin🥺,0.15,Moderate text length - likely genuine
7058941052132000514,lakas mang asar ni sandro naka pink 😂,0.15,Moderate text length - likely genuine
7038177167599371010,BBMSOLID ✌️👊🇵🇭,0.9,Low-effort political phrase
7057854026054550274,alaa ang gling nmn,0.2,Neutral - no clear amplification indicators
7033773998354301697,"VP namin naka bus lang, pero tinalo nyang naka helicopter ang lupet nun....",0.1,Substantial text - appears genuine
7033774866050876162,solid bbm✌️✌️✌️✌️✌️,0.9,Low-effort political phrase
7058536051266716417,npkasimple lang ng mag ama 😊,0.15,Moderate text length - likely genuine
7058232557732954882,BBM lng mlkas😁,0.2,Neutral - no clear amplification indicators
7056302964013138690,Pahingi naman ng boller ni BBM and Inday 🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7058097496295621378,hala ang galing pilot dn sya grabeeee🥺🥺🥺,0.8,"Emotional manipulation: ""grabe"""
7057119995503379201,sana magkaron ako ng wrist band ng BBM n SARA🥰🥰🥰,0.1,Substantial text - appears genuine
7034205271396598530,ingat stay safe god bless solid BBM GO,0.15,Moderate text length - likely genuine
7056252442325385986,ang pogi mopo😅,0.2,Neutral - no clear amplification indicators
7033694240572015362,Astig ni BBM,0.2,Neutral - no clear amplification indicators
7057832319750963970,copilot lang nman siguro hindi piloto... no bash ahh😅😅,0.1,Substantial text - appears genuine
7058082065748837121,Tinetrain na talaga si sandro 😊 bawat lakad ng tatay kasama amazing 🥰,0.1,Substantial text - appears genuine
7033732314903528194,BBM SOLID 🇵🇭 ✌ ❤,0.9,Low-effort political phrase
7057763273923855106,sya po nagpalipad?,0.2,Neutral - no clear amplification indicators
7057770010013795073,knus a man ka dre sa gensan .....?🥰🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7056620676412900097,kuya pogi ba si kuya sandro in personal hehehe🥰,0.1,Substantial text - appears genuine
7057356496182510338,Binoto ko siya as VP last election. Nakakapang hinayang talagang iba yung nanalo. Baka kasi dahil destined talaga siya maging isang PRESIDENTE.,0.1,Substantial text - appears genuine
7051432732907717378,Nangangamoy president na si Sandro sa generation ng mga anak ko. 🥰🥰🥰,0.1,Substantial text - appears genuine
7056604750615560961,Ang astig talaga niya🥰 BBM lang talaga.🥰,0.15,Moderate text length - likely genuine
7055922543404286722,nakita koyan Dito sa Pangasinan bilis nila pogi bbm,0.8,"Location targeting: ""pangasinan"""
7057729401403949826,kanus a lang ?,0.2,Neutral - no clear amplification indicators
7058080075874337538,Jakz:Go mama leni wag mo pansinin lahat ng nangbabash sayo kasi kung ayaw nila sayo ganun din ako,0.1,Substantial text - appears genuine
7056305245450404610,hoyyyy akong asawa ga laag na pd,0.15,Moderate text length - likely genuine
7056943298858386203,ito ang presidente ko😁,0.2,Neutral - no clear amplification indicators
7056279122578129665,solid marcosses from Nueva Ecija ✌🏻 me,0.15,Moderate text length - likely genuine
7058069967891333890,gusto ko yung rubber bracelet,0.15,Moderate text length - likely genuine
7034401102720762626,Yung kamay talaga ni sandro ee 🤭,0.15,Moderate text length - likely genuine
7057004404817871617,yeah proud bisaya here 🥰bbm 😍nakakakilabot 😳zamboanga del.sur,0.8,"Emotional manipulation: ""nakakakilabot"""
7057733788558131969,ay shittee galing naman ni bbm,0.15,Moderate text length - likely genuine
7048105357424132866,"Damn😳 Sila ata Yung nakita Kong paikot ikot na helicopter dito sa Davao?! 😳 nag landing 🛬 Sila sa airport, gosh",0.8,"Location targeting: ""davao"""
7048453458164597505,Lord send nyo po mga anghel dto sa lupa para e guide at protectahan ang future president. Only prayer lang ang mtutulong ko sa ngayon 🥺🥰,0.1,Substantial text - appears genuine
7048451613161652994,naku po jngatan nyo sila LORD ilayo nyo po sila sa disgrasya at masasamang loob panginoon. bigyan nyo sila ng mahabang buhay at maayos na kalusugan..,0.1,Substantial text - appears genuine
7034036844006802178,Lord amping intawon sila sa pag byahe2x nila malooy intawon ka Ginoo 🙏☝️❤️😘,0.2,Neutral - no clear amplification indicators
7057344315605385985,Sir bong marcos pwidi makisabay owi ako davao wala ako pamasahi pang eroplano 😂,0.8,"Location targeting: ""davao"""
7033677883512980225,BBM AKO SOLID ✌️👊💯❤️,0.67,"High emoji-to-text ratio (4 emojis, 4 words)"
7057762680052138754,ang simple lang ni Sandro pero lakas ng dating 😭,0.1,Substantial text - appears genuine
7058068536647992065,nasa davao pala sila awit sana nainform kame ng ma abangan sa airport,0.8,"Location targeting: ""davao"""
7033783377834050305,Ang angas ni BBM ✌️BBM lng sakalam ✌️💪❤️,0.2,Neutral - no clear amplification indicators
7033755624614871810,"sa kapapanood ko araw araw ky BBM na develop na ako,gusto ko lagi ko cia nakikita😂😂😂🥰🥰",0.2,Neutral - no clear amplification indicators
7033719500411273985,Ingat po future President ❤️💚✌️👊🇵🇭,0.2,Neutral - no clear amplification indicators
7033784571132936961,yeah nice po!keep safety po!,0.15,Moderate text length - likely genuine
7040714252869092098,bbm,0.9,Single political name + emojis only
7039217839857107714,BBM ❤❤❤❤💚💚💚💚💚💚SARA,1.0,Excessive emojis (10) - algorithmic trigger
7040650618335937282,di mabenta mga Marcos sa amin nagising na sa katotohanan..,0.1,Substantial text - appears genuine
7040268916556006145,papunta yan sila sa davao to tagum and i was wondering why sandro wear pink?😳,0.8,"Location targeting: ""davao"""
7040442165176779522,ano kaya ginagwa ni sandro at baket maugat yung kamay ask ko lang po sana wlang magalit,0.1,Substantial text - appears genuine
7040300292042375938,kaya pala may dumaan na helicopter samin😳,0.15,Moderate text length - likely genuine
7034438090341581570,bbm💪,0.9,Single political name + emojis only
7038872979350504193,bbm,0.9,Single political name + emojis only
7039232011688477442,na ol. huhu. si sandro myloves. 😁😍,0.15,Moderate text length - likely genuine
7034455450850575105,BBM♥️solid,0.9,Low-effort political phrase
7039211051195925249,me,0.2,Neutral - no clear amplification indicators
7038810639275950850,"SALUTE PO KAY BBM, NICE PO TRAINING PO KAY SANDRO,KAHIT SAAN PO KAYO NAPADPAD..KASAMA SA LAKAD..MAY GOD BLESS YOUR CANDIDACY AS PRESIDENT..🤝✌👊🇵🇭",0.2,Neutral - no clear amplification indicators
7039218215213466369,ingat polagi mahal ka namin mga mamayan marcos Forever,0.1,Substantial text - appears genuine
7039255442383651585,Eyyyy🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7041403648840696577,ingat po kau lage.m,0.15,Moderate text length - likely genuine
7053284668917252865,BBM BBM BBM!!!!❤️❤️❤️🇵🇭🇵🇭🇵🇭🇵🇭🇵🇭👊👊✌️✌️✌️,1.0,Excessive emojis (18) - algorithmic trigger
7046257382049022721,💞bbmsara✌️👊,0.2,Neutral - no clear amplification indicators
7063060919458415386,bbm solid,0.9,Low-effort political phrase
7062984077582353153,Keep safe po BBM sa lahat ng campaign nyo God Bless 🙏🙏🙏🙏,0.2,Neutral - no clear amplification indicators
7063095066247840514,charr c pops nag drive🥰🥰,0.15,Moderate text length - likely genuine
7062971976709243649,WELCOME PO DIRI SA DAVAO💚💚💚👍🙏 BBM AND SARAH IS THE BEST.!!! SOLID TANDEM UNITEAM.!,0.8,"Location targeting: ""davao"""
7042516787460113153,Yung Asawa ko Yung driver Ng helicopter,0.15,Moderate text length - likely genuine
7046303262823596801,▀▄▀▄baka c Sandro talaga at sarah▄▀▄▀,0.15,Moderate text length - likely genuine
7045921112508809985,bbm ako solid for president 2022,0.15,Moderate text length - likely genuine
7043982579062014722,BBM🥰🥰✌️✌️🙏🙏🇵🇭🇵🇭,1.0,Excessive emojis (10) - algorithmic trigger
7042770571222352641,siyà driver,0.2,Neutral - no clear amplification indicators
7044932278292005633,Ang galing naman magpalipad ng helicopter ng ating future president❤💚 #bbmforpresident2022,0.1,Substantial text - appears genuine
7041389564862415618,penge baller lods,0.2,Neutral - no clear amplification indicators
7065513440236471041,kaw n talga my BBM Wala ka yata d kayang gawin pati pagpapalipad my god super love n Kita talaga😁😁😘😘😘💖💖💖❣️❤️,1.0,Excessive emojis (10) - algorithmic trigger
7044712517054038785,"awesome ang President natin, ang daming alam..... amazing!!!!!!!!siya lang marunong mg palipad chopper sa mga presidentiables....💕❤️❤️✌️✌️✌️👊👊👊",0.2,Neutral - no clear amplification indicators
7039326389099102978,"napaka simple.lang
godbless yoy bbm family... god bless all filipinos .. salute",0.1,Substantial text - appears genuine
7039585774794507010,Woaaaaaaah Proud Davao City❤️,0.8,"Location targeting: ""davao"""
7063104973643055874,solid bbm sara✌👊,0.2,Neutral - no clear amplification indicators
7034329733916230402,Tapus magkikita sila ni kitty aguyyyy😂,0.15,Moderate text length - likely genuine
7056620206843560705,PANIS MARUNONG MAGPALIPAD NG HELI❤️❤️❤️,0.2,Neutral - no clear amplification indicators
7079069650247795457,Sandroooooo 26 ako 🥺🥺🥰🥰❤️❤️💚💚🇵🇭,0.2,Neutral - no clear amplification indicators
7056546944650740482,Me🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7063700231413891866,HOOOY zoom pa Kay Sandro 😂,0.15,Moderate text length - likely genuine
7056257963312890626,BBM solid ❤️❤️,0.2,Neutral - no clear amplification indicators
7056255258431292162,maka leni ata si Sandro pink ung damit e,0.1,Substantial text - appears genuine
7063408102191940353,BBMSARA2022,0.2,Neutral - no clear amplification indicators
7063339871179490049,Lord salamat po sa Aming PANGULO utang po Namin LAHAT kong ano meron kami.. God is good all the time,0.1,Substantial text - appears genuine
7056242691171975937,tas nagaya kay kobe😂😂,0.2,Neutral - no clear amplification indicators
7063242895713207042,Ingatan ang susunod na Presidente ng Pilipinas🥰,0.15,Moderate text length - likely genuine
7056271036316631810,sya na ata yung nag daan dito saamin yung helicopter😅😁,0.1,Substantial text - appears genuine
7042326441064792833,nasan ni vinny?,0.2,Neutral - no clear amplification indicators
7040672747349476098,ingat,0.2,Neutral - no clear amplification indicators
7063276374824403713,pakasimple nilang mag ama,0.2,Neutral - no clear amplification indicators
7062717234443453185,protect our president saan man magpunta pls lord.,0.15,Moderate text length - likely genuine
7050389219042214657,luh true sana andon ako sa davaoo,0.8,"Location targeting: ""davao"""
7039147005067084546,naa pink si Sandro,0.2,Neutral - no clear amplification indicators
7077921041787667201,bat naka pink si Sandro haha?,0.15,Moderate text length - likely genuine
7057030354171298562,Penge nga ng Baller😂,0.2,Neutral - no clear amplification indicators
7057342356386792193,tinitrain na nya si sandro gawa ng ginawa ni apo lakay sa kanya 🥰,0.1,Substantial text - appears genuine
7057161658463994626,BBM solid,0.9,Low-effort political phrase
7057284436018070274,san nabibili yung bracelet,0.2,Neutral - no clear amplification indicators
7057100685989135105,grabe ang galing..,0.8,"Emotional manipulation: ""grabe"""
7066270496170001154,hindi ko alam sobrang saya ko kapag dalawa silang nanalo..never ko inisip un sa martial law kung ngyari man un may dahilan pero Marcos padin ako..,0.1,Substantial text - appears genuine
7057153953527890689,sana all may Baller.,0.2,Neutral - no clear amplification indicators
7063732326257640193,airplain dn ni chavit pinapagamit nya tuwing malalayo yung pupuntahan ng #bbmsarah,0.1,Substantial text - appears genuine
7063776213000733441,bbm,0.9,Single political name + emojis only
7066289353550627585,Baka scout ranger yan si BBM 😏,0.15,Moderate text length - likely genuine
7034459778676261633,Pahinge ng bracelet,0.2,Neutral - no clear amplification indicators
